"source","target","label"
4558874714051686,4558874852203292,"happy"
4558874714051686,4558874981708025,"happy"
4558874714051686,4558875070040421,"happy"
4558874714051686,4558875170440379,"happy"
4558874714051686,4558875184077566,"happy"
4558874714051686,4558875187229356,"happy"
4558874714051686,4558875204004372,"happy"
4558874714051686,4558875287889776,"happy"
4558874714051686,4558875321172103,"happy"
4558874714051686,4558875367839083,"happy"
4558874714051686,4558875388807954,"happy"
4558874714051686,4558875501801249,"happy"
4558874714051686,4558875527743562,"happy"
4558874714051686,4558875766822340,"happy"
4558874714051686,4558875778882918,"happy"
4558874714051686,4558875787004942,"happy"
4558874714051686,4558875841530950,"happy"
4558874714051686,4558875841793249,"happy"
4558874714051686,4558875959756028,"happy"
4558874714051686,4558876089778851,"happy"
4558874714051686,4558876118364576,"happy"
4558874714051686,4558876214833162,"happy"
4558874714051686,4558876286917067,"happy"
4558874714051686,4558876290063344,"happy"
4558874981708025,4558876295037033,"happy"
4558874714051686,4558876508686639,"happy"
4558874714051686,4558876555614893,"happy"
4558874714051686,4558876626392967,"happy"
4558874714051686,4558876697168425,"happy"
4558874714051686,4558876709752405,"happy"
4558874714051686,4558876920518739,"happy"
4558875184077566,4558877305864541,"happy"
4558874714051686,4558877729491974,"happy"
4558877305864541,4558877829632083,"happy"
4558874714051686,4558877867382616,"happy"
4558874714051686,4558878417357316,"happy"
4558875187229356,4558878983074380,"happy"
4558874714051686,4558879410624333,"happy"
4558874714051686,4558879590974113,"happy"
4558874714051686,4558880656857178,"happy"
4558874714051686,4558883232423287,"happy"
4558878417357316,4558883336755290,"happy"
4558877829632083,4558883504532674,"happy"
4558874714051686,4558884331330356,"happy"
4558874714051686,4558885710993263,"happy"
4558876290063344,4558886255731075,"happy"
4558874714051686,4558886923143593,"happy"
4558874714051686,4558887065747796,"happy"
4558878417357316,4558887116605544,"happy"
4558874714051686,4558889162382757,"happy"
4558874714051686,4558889662815230,"happy"
4558874714051686,4558890022209048,"happy"
4558874714051686,4558891163324393,"happy"
4558874714051686,4558891712515200,"happy"
4558874714051686,4558891768087247,"happy"
4558874714051686,4558892472210826,"happy"
4558874714051686,4558893088514389,"happy"
4558874714051686,4558893503483817,"happy"
4558874714051686,4558894506706524,"happy"
4558874714051686,4558895299955226,"happy"
4558878417357316,4558896175516450,"happy"
4558891712515200,4558896721824635,"happy"
4558874714051686,4558896947272981,"happy"
4558874714051686,4558897043997946,"happy"
4558874714051686,4558898780969041,"happy"
4558891712515200,4558898793022154,"happy"
4558874714051686,4558898910207666,"happy"
4558874714051686,4558898956601407,"happy"
4558874714051686,4558899363712670,"happy"
4558874714051686,4558899947245903,"happy"
4558883336755290,4558900542319245,"happy"
4558874714051686,4558901796929648,"happy"
4558874714051686,4558904199482624,"happy"
4558899947245903,4558907369853535,"happy"
4558899947245903,4558907462133589,"happy"
4558907462133589,4558907853249346,"happy"
4558899947245903,4558907916420166,"happy"
4558874714051686,4558907932673413,"happy"
4558907853249346,4558908024432353,"happy"
4558874714051686,4558909056225280,"happy"
4558874714051686,4558909886442282,"happy"
4558875184077566,4558911229665006,"happy"
4558874714051686,4558911326394428,"happy"
4558874714051686,4558916626945392,"happy"
4558874714051686,4558925053565946,"happy"
4558874714051686,4558930049499939,"happy"
4558874714051686,4558932799930123,"happy"
4558875766822340,4558936861049107,"happy"
4558874714051686,4558937188470985,"happy"
4558898793022154,4558938365757218,"happy"
4558884331330356,4558940513766197,"happy"
4558875766822340,4558941260612892,"happy"
4558875187229356,4558941918857285,"happy"
4558886923143593,4558942527556990,"happy"
4558941260612892,4558943341510788,"happy"
4558884331330356,4558944002902291,"happy"
4558941260612892,4558944560742620,"happy"
4558874714051686,4558949573991630,"happy"
4558874714051686,4558950403685747,"happy"
4558944002902291,4558955483245111,"happy"
4558884331330356,4558959832470696,"happy"
4558874714051686,4558967646718794,"happy"
4558878417357316,4558969501391257,"happy"
4558875766822340,4558972117593166,"happy"
4558972117593166,4558972843208870,"happy"
4558874714051686,4558974383041368,"happy"
4558875766822340,4558975758254442,"happy"
4558874714051686,4558982364796113,"happy"
4558874714051686,4558992346460182,"happy"
4558874714051686,4559000462694838,"happy"
4558874714051686,4559003666879481,"happy"
4558874714051686,4559026652972050,"happy"
4558876089778851,4559029801584548,"happy"
4558874714051686,4559046034325926,"happy"
4558874714051686,4559051168416101,"happy"
4558874714051686,4559068960391254,"happy"
4558874714051686,4559094612232161,"happy"
4558876089778851,4559095560144939,"happy"
4558874714051686,4559099574879834,"happy"
4558876089778851,4559099993788509,"happy"
4558876089778851,4559111997882642,"happy"
4558874714051686,4559143413745455,"happy"
4558874714051686,4559144507673423,"happy"
4558876089778851,4559162581983225,"happy"
4558874714051686,4559181912218518,"happy"
4558874714051686,4559183103667724,"happy"
4558875766822340,4559220773753613,"happy"
4558876508686639,4559221105103885,"happy"
4559221105103885,4559320018072309,"happy"
4535995242647289,4535997037811269,"sad"
4535995242647289,4535998103689931,"sad"
4535995242647289,4536023335831596,"sad"
4535995242647289,4536030223404019,"sad"
4535995242647289,4536386684718248,"sad"
4535995242647289,4536402652431362,"sad"
4535995242647289,4536419488636382,"sad"
4535995242647289,4536422919571284,"sad"
4535995242647289,4536552733280583,"sad"
4535995242647289,4536676959657529,"sad"
4535995242647289,4538118599873778,"sad"
4535995242647289,4641266773788224,"sad"
4716448431737587,4719782685052959,"angey"
4716448431737587,4720031164269292,"angey"
4716448431737587,4720384857606665,"angey"
4716448431737587,4720396814780111,"angey"
4716448431737587,4720400909730155,"angey"
4720384857606665,4720401126526007,"angey"
4716448431737587,4720403501288979,"angey"
4716448431737587,4720404541473766,"angey"
4716448431737587,4720407401992499,"angey"
4716448431737587,4720415080975360,"angey"
4716448431737587,4720420693738674,"angey"
4716448431737587,4720421020631872,"angey"
4716448431737587,4720423956646325,"angey"
4716448431737587,4720460480906445,"angey"
4716448431737587,4720523545940327,"angey"
4716448431737587,4720526269092627,"angey"
4716448431737587,4720528173043218,"angey"
4720528173043218,4720529842111613,"angey"
4716448431737587,4720539861520786,"angey"
4716448431737587,4720551195317631,"angey"
4719782685052959,4720586843227584,"angey"
4720528173043218,4720628147425203,"angey"
4716448431737587,4720711761134348,"angey"
4716448431737587,4720737959280906,"angey"
4716448431737587,4720778564079931,"angey"
4716448431737587,4720889646811367,"angey"
4720384857606665,4720897879179546,"angey"
4716448431737587,4720971112256786,"angey"
4716448431737587,4720973591085423,"angey"
4720528173043218,4721096252721314,"angey"
4716448431737587,4721148698299654,"angey"
4716448431737587,4721157285085825,"angey"
4716448431737587,4721196811160090,"angey"
4720897879179546,4721198107984308,"angey"
4716448431737587,4721205682899077,"angey"
4716448431737587,4721219611921569,"angey"
4720528173043218,4721220123103707,"angey"
4716448431737587,4721221063148632,"angey"
4716448431737587,4721263250246649,"angey"
4716448431737587,4721277254238248,"angey"
4716448431737587,4721281499140908,"angey"
4720528173043218,4721298875614277,"angey"
4720528173043218,4721299399904833,"angey"
4716448431737587,4721304869278075,"angey"
4721219611921569,4721305104157575,"angey"
4720528173043218,4721311189831284,"angey"
4721096252721314,4721311509120805,"angey"
4716448431737587,4721312188601313,"angey"
4716448431737587,4721316366649299,"angey"
4721096252721314,4721342702685782,"angey"
4716448431737587,4721475666577187,"angey"
4721311509120805,4721524239765811,"angey"
4716448431737587,4721557504787370,"angey"
4716448431737587,4721557940999622,"angey"
4720897879179546,4721610881239077,"angey"
4721557940999622,4721611653778154,"angey"
4721205682899077,4721612106763981,"angey"
4721612106763981,4721620515817584,"angey"
4721612106763981,4721628003698886,"angey"
4721628003698886,4721631035131873,"angey"
4716448431737587,4721640229049718,"angey"
4720539861520786,4721640376107986,"angey"
4716448431737587,4721640589495897,"angey"
4721640589495897,4721693044771505,"angey"
4721693044771505,4721701440455916,"angey"
4716448431737587,4721825819656872,"angey"
4720528173043218,4721826649080980,"angey"
4716448431737587,4721837252806587,"angey"
4716448431737587,4721845645871177,"angey"
4716448431737587,4721884438202264,"angey"
4716448431737587,4721885957062714,"angey"
4721693044771505,4721976030003622,"angey"
4721884438202264,4721982648880010,"angey"
4716448431737587,4721987903818722,"angey"
4721987903818722,4722164929134932,"angey"
4716448431737587,4722278581927976,"angey"
4721557940999622,4722308969662984,"angey"
4722308969662984,4722332373880336,"angey"
4721557940999622,4722351688387222,"angey"
4720396814780111,4722494050664776,"angey"
4716448431737587,4722615656383729,"angey"
4721096252721314,4723436092655956,"angey"
4721557940999622,4724052600297795,"angey"
4721557940999622,4724160275681911,"angey"
4720528173043218,4724233165603098,"angey"
4716448431737587,4724470885647924,"angey"
4720528173043218,4725865269170204,"angey"
4720778564079931,4725867442082366,"angey"
4721557940999622,4725869375127885,"angey"
4725869375127885,4725870177288660,"angey"
4725870177288660,4725870712852093,"angey"
4725870712852093,4725872247966271,"angey"
4725870712852093,4725891056535343,"angey"
4721557940999622,4725891638757769,"angey"
4722278581927976,4725930134340514,"angey"
4724470885647924,4725952946638479,"angey"
4725952946638479,4725962778871431,"angey"
4725962778871431,4725985066616061,"angey"
4716448431737587,4726001822860219,"angey"
4716448431737587,4726007385560879,"angey"
4716448431737587,4726010727632756,"angey"
4716448431737587,4726029299487087,"angey"
4725985066616061,4726029807784795,"angey"
4725930134340514,4726033884646140,"angey"
4725930134340514,4726034845667047,"angey"
4719782685052959,4726035188286154,"angey"
4726035188286154,4726036661540674,"angey"
4726033884646140,4726036933381251,"angey"
4716448431737587,4726037545751752,"angey"
4726036933381251,4726040973280135,"angey"
4726036933381251,4726063022475586,"angey"
4726036933381251,4726063073331307,"angey"
4726063073331307,4726063353823413,"angey"
4721096252721314,4726063404679492,"angey"
4726063404679492,4726063521073167,"angey"
4716448431737587,4726068114622516,"angey"
4716448431737587,4726078994383054,"angey"
4716448431737587,4726080256345887,"angey"
4716448431737587,4726096085909768,"angey"
4720460480906445,4726183705182981,"angey"
4720711761134348,4726183768361113,"angey"
4721196811160090,4726183986462789,"angey"
4721304869278075,4726184148992479,"angey"
4720528173043218,4726184263550816,"angey"
4716448431737587,4726184392788523,"angey"
4716448431737587,4726185961981544,"angey"
4716448431737587,4726186166977282,"angey"
4716448431737587,4726186243261093,"angey"
4726185961981544,4726189908557958,"angey"
4716448431737587,4726190999339111,"angey"
4716448431737587,4726198373190952,"angey"
4726029807784795,4726198624061539,"angey"
4716448431737587,4726199400792717,"angey"
4726063521073167,4726207533023278,"angey"
4721557940999622,4726210880341375,"angey"
4716448431737587,4726217297365661,"angey"
4716448431737587,4726220833686421,"angey"
4726198624061539,4726225996350191,"angey"
4726185961981544,4726228421183200,"angey"
4726228421183200,4726231638215710,"angey"
4726231638215710,4726232530813935,"angey"
4716448431737587,4726236331638945,"angey"
4720528173043218,4726236520386833,"angey"
4726231638215710,4726239892606502,"angey"
4726231638215710,4726240222904523,"angey"
4726225996350191,4726245341005606,"angey"
4721557940999622,4726248678623270,"angey"
4716448431737587,4726250957178713,"angey"
4716448431737587,4726251371369339,"angey"
4721557940999622,4726267238158919,"angey"
4721205682899077,4726267482736482,"angey"
4724470885647924,4726267691665282,"angey"
4726184392788523,4726268152777339,"angey"
4720528173043218,4726348016255323,"angey"
4726348016255323,4726348444079475,"angey"
4720528173043218,4726372976823842,"angey"
4716448431737587,4726375930401969,"angey"
4716448431737587,4726667429806824,"angey"
4716448431737587,4726727080935573,"angey"
4726727080935573,4726727270203525,"angey"
4716448431737587,4726832668868990,"angey"
4716448431737587,4726920707311751,"angey"
4716448431737587,4726921492171157,"angey"
4716448431737587,4727043599893850,"angey"
4716448431737587,4727350308635598,"angey"
4716448431737587,4727622556190948,"angey"
4720528173043218,4727791730295016,"angey"
4721557940999622,4727830270708938,"angey"
4721557940999622,4727842204289720,"angey"
4716448431737587,4728074112078151,"angey"
4716448431737587,4728088574038347,"angey"
4721557940999622,4728610587935772,"angey"
4728610587935772,4728901072585701,"angey"
4716448431737587,4729141574506363,"angey"
4716448431737587,4729672186730163,"angey"
4716448431737587,4730229753384366,"angey"
4727791730295016,4730416210904815,"angey"
4720528173043218,4731580252422354,"angey"
4716448431737587,4732063837851937,"angey"
4721096252721314,4733196531666856,"angey"
4722351688387222,4733198380304769,"angey"
4726268152777339,4733198577175378,"angey"
4720401126526007,4733199038546510,"angey"
4716448431737587,4733201429302348,"angey"
4716448431737587,4736152802955039,"angey"
4716448431737587,4736152852499150,"angey"
4716448431737587,4736155441174014,"angey"
4716448431737587,4736859689191997,"angey"
4726232530813935,4737501560050368,"angey"
4737501560050368,4737517561055631,"angey"
4737517561055631,4737518819346970,"angey"
4737518819346970,4737555801312797,"angey"
4721557940999622,4739267605301893,"angey"
4733199038546510,4739267765211012,"angey"
4721557940999622,4739268028663103,"angey"
4720528173043218,4739829931705489,"angey"
4716448431737587,4743447670164711,"angey"
4716448431737587,4743709101396853,"angey"
4716448431737587,4745508490317781,"angey"
4726921492171157,4746132847068904,"angey"
4720528173043218,4747661452774992,"angey"
4722164929134932,4749454408683191,"angey"
4716448431737587,4749593277369947,"angey"
4726921492171157,4749593826821190,"angey"
4749593826821190,4749594339055843,"angey"
4721557940999622,4750292346738330,"angey"
4716448431737587,4750616704583340,"angey"
4721557940999622,4750635922358939,"angey"
4749593277369947,4750957659817625,"angey"
4716448431737587,4752519437222527,"angey"
4732063837851937,4752520633387004,"angey"
4721884438202264,4752520863287704,"angey"
4716448431737587,4752857175168496,"angey"
4720528173043218,4753528637362973,"angey"
4720528173043218,4756775078989123,"angey"
4721987903818722,4757926663686316,"angey"
4716448431737587,4760698066833238,"angey"
4721825819656872,4770270931325455,"angey"
4716448431737587,4773813768686404,"angey"
4732063837851937,4773895746619947,"angey"
4721304869278075,4773895847021042,"angey"
4721304869278075,4774145743652490,"angey"
4720460480906445,4774145840385132,"angey"
4728088574038347,4774146091780417,"angey"
4750616704583340,4774534266226322,"angey"
4721304869278075,4774758384926926,"angey"
4774758384926926,4774771650201523,"angey"
4774758384926926,4774788151905219,"angey"
4716448431737587,4774818195443369,"angey"
4716448431737587,4774874289799971,"angey"
4720897879179546,4774874843711516,"angey"
4716448431737587,4774876160197456,"angey"
4507091631599536,4507092545991187,"fear"
4507091631599536,4507093056919962,"fear"
4507091631599536,4507098107052588,"fear"
4507091631599536,4507100145396056,"fear"
4507091631599536,4507106256489394,"fear"
4507091631599536,4507106331815382,"fear"
4507091631599536,4507110031449892,"fear"
4507091631599536,4507113840122215,"fear"
4507091631599536,4507118806661072,"fear"
4507091631599536,4507431399790500,"fear"
4696432504209687,4696555447648758,"surprise"
4696555447648758,4696571272235823,"surprise"
4696432504209687,4696717004112701,"surprise"
4696432504209687,4697005283085268,"surprise"
4696432504209687,4697323227058133,"surprise"
4696432504209687,4698152851998951,"surprise"
4698152851998951,4698305831634604,"surprise"
4696717004112701,4698636182883874,"surprise"
4697005283085268,4698636443191960,"surprise"
4697323227058133,4698904233247209,"surprise"
4698904233247209,4699190217935228,"surprise"
4698904233247209,4699414218671910,"surprise"
4699414218671910,4699424377538887,"surprise"
4699424377538887,4699436834098682,"surprise"
4699424377538887,4699758449656242,"surprise"
4696432504209687,4704569161156400,"surprise"
4696432504209687,4705168636248171,"surprise"
4699190217935228,4705423154217396,"surprise"
4696432504209687,4737883154154232,"surprise"
4696432504209687,4744584284078617,"surprise"
4696432504209687,4744584363769874,"surprise"
4744584363769874,4745563863521184,"surprise"
4696432504209687,4746125712297453,"surprise"
4746125712297453,4746336467422395,"surprise"
4737883154154232,4746336556028820,"surprise"
4746125712297453,4752250133546739,"surprise"
4696432504209687,4752361065549139,"surprise"
4746336556028820,4754436398516862,"surprise"
4746336556028820,4754436583325775,"surprise"
4696432504209687,4758470823516296,"surprise"
4696432504209687,4758471440074396,"surprise"
4696432504209687,4758471629604198,"surprise"
4758471440074396,4758528336859285,"surprise"
4696432504209687,4763426129182750,"surprise"
4727748335240726,4727756296295846,"neural"
4727748335240726,4727773098149721,"neural"
4727748335240726,4728036640163847,"neural"
4727748335240726,4728049884465855,"neural"
4727748335240726,4728114741249996,"neural"
4727748335240726,4728539356857376,"neural"
4727748335240726,4728733766258100,"neural"
4727748335240726,4732448128635513,"neural"
4727748335240726,4736333580862880,"neural"
